SlNo,SIGNAL_NAME,SIGNAL_STATUS,SIGNAL_TIME
4378,107RDKR,Down,05/18/2025 17:22:09:468
4379,107NDKR,Up,05/18/2025 17:22:12:546
4380,106NDKR,Down,05/18/2025 17:24:15:921
4381,106RDKR,Up,05/18/2025 17:24:19:015
4382,107BTPR,Down,05/18/2025 17:24:50:468
4383,03CTPR,Up,05/18/2025 17:25:13:656
4384,105ATPR,Down,05/18/2025 17:25:26:500
4385,101BTPR,Down,05/18/2025 17:25:36:531
4386,105BTPR,Down,05/18/2025 17:25:48:875
4387,SLAC_U2_VPR,Down,05/18/2025 17:26:21:171
4388,SLAC_VPR,Down,05/18/2025 17:26:21:187
4389,SLAC_U1_VPR,Down,05/18/2025 17:26:21:375
4390,108ATPR,Down,05/18/2025 17:26:25:265
4391,103ATPR,Down,05/18/2025 17:26:28:125
4392,108BTPR,Down,05/18/2025 17:26:49:703
4393,103BTPR,Down,05/18/2025 17:27:03:781
4394,03BTPR,Up,05/18/2025 17:27:04:218
4395,106ATPR,Down,05/18/2025 17:27:04:250
4396,106BTPR,Down,05/18/2025 17:27:20:906
4397,102ATPR,Down,05/18/2025 17:27:36:984
4398,101ATPR,Down,05/18/2025 17:27:41:437
4399,102BTPR,Down,05/18/2025 17:27:54:453
4400,03_13TPR,Down,05/18/2025 17:28:16:078
4401,04_14TPR,Down,05/18/2025 17:28:35:140
4402,15TPR,Down,05/18/2025 17:29:05:359
4403,UD_GDRA.BPAC_VPR1,Down,05/18/2025 17:29:12:796
4404,UD_GDRA.BPAC_VPR2,Down,05/18/2025 17:29:13:203
4405,UD_GDRA.BPAC_VPR,Down,05/18/2025 17:29:14:390
4406,113TPR,Down,05/18/2025 17:29:14:515
4407,16TPR,Down,05/18/2025 17:29:22:875
4408,UD_STBD.BPAC_VPR1,Down,05/18/2025 17:29:30:203
4409,UD_STBD.BPAC_VPR2,Down,05/18/2025 17:29:30:546
4410,111ATPR,Down,05/18/2025 17:29:30:828
4411,H02TPR,Down,05/18/2025 17:29:30:921
4412,03ATPR,Up,05/18/2025 17:29:35:109
4413,03TPR,Up,05/18/2025 17:29:35:218
4414,101BTPR,Up,05/18/2025 17:29:42:781
4415,H01TPR,Down,05/18/2025 17:29:48:406
4416,107BTPR,Up,05/18/2025 17:29:52:875
4417,C02TPR,Down,05/18/2025 17:29:57:203
4418,01ATPR,Down,05/18/2025 17:30:06:343
4419,01ATPR,Up,05/18/2025 17:30:06:359
4420,01ATPR,Down,05/18/2025 17:30:06:375
4421,01TPR,Down,05/18/2025 17:30:06:390
4422,105ATPR,Up,05/18/2025 17:30:07:984
4423,GL1AC_U1_VPR,Up,05/18/2025 17:30:08:562
4424,GL1AC_U2_VPR,Up,05/18/2025 17:30:09:140
4425,GL1AC_VPR,Up,05/18/2025 17:30:09:250
4426,C01TPR,Down,05/18/2025 17:30:14:093
4427,108ATPR,Up,05/18/2025 17:30:28:109
4428,105BTPR,Up,05/18/2025 17:30:35:015
4429,108BTPR,Up,05/18/2025 17:30:49:468
4430,103ATPR,Up,05/18/2025 17:31:01:500
4431,106ATPR,Up,05/18/2025 17:31:16:156
4432,103BTPR,Up,05/18/2025 17:31:30:468
4433,106BTPR,Up,05/18/2025 17:31:39:609
4434,01BTPR,Down,05/18/2025 17:31:47:406
4435,102ATPR,Up,05/18/2025 17:32:01:250
4436,101ATPR,Up,05/18/2025 17:32:16:859
4437,102BTPR,Up,05/18/2025 17:32:23:562
4438,SLAC_U1_VPR,Up,05/18/2025 17:32:27:890
4439,SLAC_U2_VPR,Up,05/18/2025 17:32:28:875
4440,SLAC_VPR,Up,05/18/2025 17:32:28:984
4441,113TPR,Up,05/18/2025 17:32:40:250
4442,04_14TPR,Up,05/18/2025 17:33:02:859
4443,03_13TPR,Up,05/18/2025 17:33:04:890
4444,111ATPR,Up,05/18/2025 17:33:15:171
4445,01CTPR,Down,05/18/2025 17:33:23:281
4446,16TPR,Up,05/18/2025 17:33:24:906
4447,15TPR,Up,05/18/2025 17:33:26:984
4448,H01TPR,Up,05/18/2025 17:33:44:859
4449,H02TPR,Up,05/18/2025 17:33:47:421
4450,C01TPR,Up,05/18/2025 17:33:59:734
4451,C02TPR,Up,05/18/2025 17:34:03:109
4452,108RDKR,Down,05/18/2025 17:39:55:187
4453,108NDKR,Up,05/18/2025 17:39:58:250
4454,UD_STBD.BPAC_VPR1,Up,05/18/2025 18:05:38:343
4455,UD_STBD.BPAC_VPR2,Up,05/18/2025 18:05:38:468
4456,UD_GDRA.BPAC_VPR2,Up,05/18/2025 18:05:47:125
4457,UD_GDRA.BPAC_VPR1,Up,05/18/2025 18:05:47:375
4458,UD_GDRA.BPAC_VPR,Up,05/18/2025 18:05:48:390
4459,103RDKR,Down,05/18/2025 18:07:55:203
4460,103NDKR,Up,05/18/2025 18:07:58:781
4461,111BTPR,Down,05/18/2025 18:09:45:078
4462,111CTPR,Down,05/18/2025 18:10:26:984
4463,111CTPR,Up,05/18/2025 18:10:27:000
4464,111CTPR,Down,05/18/2025 18:10:27:015
4465,OMCTPR,Up,05/18/2025 18:10:27:343
4466,103BTPR,Down,05/18/2025 18:11:10:046
4467,OMBTPR,Up,05/18/2025 18:11:11:921
4468,101ATPR,Down,05/18/2025 18:11:29:937
4469,OMATPR,Up,05/18/2025 18:11:42:859
4470,OMTPR,Up,05/18/2025 18:11:42:968
4471,04_14TPR,Down,05/18/2025 18:11:45:406
4472,111BTPR,Up,05/18/2025 18:11:56:421
4473,16TPR,Down,05/18/2025 18:12:02:421
4474,UD_STBD.BPAC_VPR1,Down,05/18/2025 18:12:05:296
4475,UD_STBD.BPAC_VPR2,Down,05/18/2025 18:12:05:406
4476,H01TPR,Down,05/18/2025 18:12:12:000
4477,C01TPR,Down,05/18/2025 18:12:21:421
4478,111CTPR,Up,05/18/2025 18:12:22:484
4479,103BTPR,Up,05/18/2025 18:12:38:218
4480,101ATPR,Up,05/18/2025 18:12:51:218
4481,04_14TPR,Up,05/18/2025 18:13:05:812
4482,16TPR,Up,05/18/2025 18:13:14:328
4483,H01TPR,Up,05/18/2025 18:13:23:703
4484,C01TPR,Up,05/18/2025 18:13:31:421
4485,106RDKR,Down,05/18/2025 18:49:44:187
4486,106NDKR,Up,05/18/2025 18:49:50:406
4487,105RDKR,Down,05/18/2025 18:49:51:468
4488,105NDKR,Up,05/18/2025 18:49:54:937
4489,UD_STBD.BPAC_VPR2,Up,05/18/2025 18:54:26:000
4490,UD_STBD.BPAC_VPR1,Up,05/18/2025 18:54:26:750
4491,111NDKR,Down,05/18/2025 18:57:28:703
4492,111RDKR,Up,05/18/2025 18:57:31:656
4493,102RDKR,Down,05/18/2025 19:02:36:078
4494,102NDKR,Up,05/18/2025 19:02:39:187
4495,113RDKR,Down,05/18/2025 19:13:15:515
4496,113NDKR,Up,05/18/2025 19:13:18:453
4497,01CTPR,Up,05/18/2025 19:20:12:859
4498,111ATPR,Down,05/18/2025 19:20:18:234
4499,111BTPR,Down,05/18/2025 19:20:31:968
4500,111CTPR,Down,05/18/2025 19:20:50:937
4501,111CTPR,Up,05/18/2025 19:20:50:953
4502,111CTPR,Down,05/18/2025 19:20:50:968
4503,01BTPR,Up,05/18/2025 19:21:12:796
4504,103BTPR,Down,05/18/2025 19:21:28:640
4505,01ATPR,Up,05/18/2025 19:21:44:796
4506,01TPR,Up,05/18/2025 19:21:44:890
4507,101ATPR,Down,05/18/2025 19:21:48:375
4508,111ATPR,Up,05/18/2025 19:21:52:171
4509,111BTPR,Up,05/18/2025 19:21:59:343
4510,04_14TPR,Down,05/18/2025 19:22:04:671
4511,16TPR,Down,05/18/2025 19:22:20:265
4512,UD_STBD.BPAC_VPR1,Down,05/18/2025 19:22:22:671
4513,UD_STBD.BPAC_VPR2,Down,05/18/2025 19:22:22:750
4514,111CTPR,Up,05/18/2025 19:22:24:796
4515,H01TPR,Down,05/18/2025 19:22:27:875
4516,C01TPR,Down,05/18/2025 19:22:34:921
4517,103BTPR,Up,05/18/2025 19:22:37:312
4518,101ATPR,Up,05/18/2025 19:22:46:203
4519,04_14TPR,Up,05/18/2025 19:22:55:265
4520,16TPR,Up,05/18/2025 19:23:00:265
4521,H01TPR,Up,05/18/2025 19:23:06:093
4522,C01TPR,Up,05/18/2025 19:23:11:015
4523,UD_STBD.BPAC_VPR1,Up,05/18/2025 19:39:28:484
4524,UD_STBD.BPAC_VPR2,Up,05/18/2025 19:39:29:109
4525,111RDKR,Down,05/18/2025 19:51:47:281
4526,111NDKR,Up,05/18/2025 19:51:50:218
4527,UD_STBD.BPAC_VPR2,Down,05/18/2025 21:21:32:375
4528,UD_STBD.BPAC_VPR1,Down,05/18/2025 21:21:32:546
4529,C01TPR,Down,05/18/2025 21:39:32:625
4530,H01TPR,Down,05/18/2025 21:39:43:062
4531,C01TPR,Up,05/18/2025 21:39:45:984
4532,16TPR,Down,05/18/2025 21:39:54:687
4533,H01TPR,Up,05/18/2025 21:39:57:578
4534,UD_STBD.BPAC_VPR2,Up,05/18/2025 21:40:05:531
4535,UD_STBD.BPAC_VPR1,Up,05/18/2025 21:40:05:703
4536,04_14TPR,Down,05/18/2025 21:40:06:140
4537,16TPR,Up,05/18/2025 21:40:08:750
4538,101ATPR,Down,05/18/2025 21:40:25:656
4539,04_14TPR,Up,05/18/2025 21:40:28:484
4540,103BTPR,Down,05/18/2025 21:40:42:765
4541,101ATPR,Up,05/18/2025 21:40:45:406
4542,111CTPR,Down,05/18/2025 21:41:03:593
4543,103BTPR,Up,05/18/2025 21:41:05:984
4544,111BTPR,Down,05/18/2025 21:41:35:296
4545,111CTPR,Up,05/18/2025 21:41:37:546
4546,OMATPR,Down,05/18/2025 21:41:50:187
4547,OMTPR,Down,05/18/2025 21:41:50:203
4548,111BTPR,Up,05/18/2025 21:41:52:531
4549,111NDKR,Down,05/18/2025 21:42:01:781
4550,111RDKR,Up,05/18/2025 21:42:04:671
4551,102NDKR,Down,05/18/2025 21:42:14:468
4552,102RDKR,Up,05/18/2025 21:42:17:453
4553,OMBTPR,Down,05/18/2025 21:42:27:812
4554,OMATPR,Up,05/18/2025 21:42:30:828
4555,102RDKR,Down,05/18/2025 21:42:38:812
4556,102NDKR,Up,05/18/2025 21:42:41:843
4557,OMCTPR,Down,05/18/2025 21:43:09:234
4558,OMCTPR,Up,05/18/2025 21:43:09:250
4559,OMCTPR,Down,05/18/2025 21:43:09:265
4560,OMBTPR,Up,05/18/2025 21:43:10:796
4561,104BTPR,Down,05/18/2025 21:43:30:234
4562,OMCTPR,Up,05/18/2025 21:43:31:406
4563,OMTPR,Up,05/18/2025 21:43:31:500
4564,102BTPR,Down,05/18/2025 21:43:40:406
4565,104BTPR,Up,05/18/2025 21:43:41:390
4566,03_13TPR,Down,05/18/2025 21:43:43:796
4567,102BTPR,Up,05/18/2025 21:43:44:828
4568,15TPR,Down,05/18/2025 21:43:51:453
4569,03_13TPR,Up,05/18/2025 21:43:52:625
4570,UD_GDRA.BPAC_VPR1,Down,05/18/2025 21:43:52:906
4571,UD_GDRA.BPAC_VPR2,Down,05/18/2025 21:43:52:984
4572,UD_GDRA.BPAC_VPR,Down,05/18/2025 21:43:54:265
4573,H02TPR,Down,05/18/2025 21:43:55:781
4574,15TPR,Up,05/18/2025 21:43:56:859
4575,C02TPR,Down,05/18/2025 21:43:59:812
4576,H02TPR,Up,05/18/2025 21:44:00:734
4577,111RDKR,Down,05/18/2025 21:44:02:203
4578,C02TPR,Up,05/18/2025 21:44:04:062
4579,111NDKR,Up,05/18/2025 21:44:05:093
4580,UD_GDRA.BPAC_VPR2,Up,05/18/2025 22:00:34:078
4581,UD_GDRA.BPAC_VPR1,Up,05/18/2025 22:00:34:250
4582,UD_GDRA.BPAC_VPR,Up,05/18/2025 22:00:35:312
4583,UD_GDRA.BPAC_VPR1,Down,05/18/2025 23:53:11:156
4584,UD_GDRA.BPAC_VPR2,Down,05/18/2025 23:53:11:234
4585,UD_GDRA.BPAC_VPR,Down,05/18/2025 23:53:12:453
4586,C02TPR,Down,05/19/2025 00:13:23:171
4587,H02TPR,Down,05/19/2025 00:13:27:281
4588,15TPR,Down,05/19/2025 00:13:31:906
4589,03_13TPR,Down,05/19/2025 00:13:36:578
4590,102BTPR,Down,05/19/2025 00:13:44:281
4591,104BTPR,Down,05/19/2025 00:13:47:265
4592,OMTPR,Down,05/19/2025 00:13:55:546
4593,OMCTPR,Down,05/19/2025 00:13:55:562
4594,C02TPR,Up,05/19/2025 00:13:57:625
4595,H02TPR,Up,05/19/2025 00:14:02:046
4596,UD_GDRA.BPAC_VPR2,Up,05/19/2025 00:14:05:406
4597,UD_GDRA.BPAC_VPR1,Up,05/19/2025 00:14:05:484
4598,15TPR,Up,05/19/2025 00:14:06:515
4599,UD_GDRA.BPAC_VPR,Up,05/19/2025 00:14:06:656
4600,OMBTPR,Down,05/19/2025 00:14:08:546
4601,03_13TPR,Up,05/19/2025 00:14:13:890
4602,102BTPR,Up,05/19/2025 00:14:16:906
4603,OMATPR,Down,05/19/2025 00:14:20:921
4604,104BTPR,Up,05/19/2025 00:14:24:781
4605,111BTPR,Down,05/19/2025 00:14:33:109
4606,OMCTPR,Up,05/19/2025 00:14:37:515
4607,111CTPR,Down,05/19/2025 00:14:38:843
4608,OMBTPR,Up,05/19/2025 00:14:49:984
4609,103BTPR,Down,05/19/2025 00:14:50:640
4610,101ATPR,Down,05/19/2025 00:14:58:453
4611,OMATPR,Up,05/19/2025 00:15:02:625
4612,OMTPR,Up,05/19/2025 00:15:02:734
4613,04_14TPR,Down,05/19/2025 00:15:04:968
4614,111BTPR,Up,05/19/2025 00:15:08:515
4615,16TPR,Down,05/19/2025 00:15:12:375
4616,UD_STBD.BPAC_VPR1,Down,05/19/2025 00:15:13:796
4617,UD_STBD.BPAC_VPR2,Down,05/19/2025 00:15:13:812
4618,H01TPR,Down,05/19/2025 00:15:16:750
4619,111CTPR,Up,05/19/2025 00:15:20:515
4620,C01TPR,Down,05/19/2025 00:15:21:265
4621,103BTPR,Up,05/19/2025 00:15:28:531
4622,101ATPR,Up,05/19/2025 00:15:35:156
4623,04_14TPR,Up,05/19/2025 00:15:42:765
4624,16TPR,Up,05/19/2025 00:15:47:109
4625,H01TPR,Up,05/19/2025 00:15:52:265
4626,C01TPR,Up,05/19/2025 00:15:56:265
4627,UD_GDRA.BPAC_VPR2,Down,05/19/2025 00:19:30:750
4628,UD_GDRA.BPAC_VPR1,Down,05/19/2025 00:19:30:828
4629,UD_GDRA.BPAC_VPR,Down,05/19/2025 00:19:32:031
4630,UD_STBD.BPAC_VPR2,Up,05/19/2025 00:38:57:593
4631,UD_STBD.BPAC_VPR1,Up,05/19/2025 00:38:57:921
4632,C02TPR,Down,05/19/2025 00:40:34:484
4633,H02TPR,Down,05/19/2025 00:40:43:968
4634,15TPR,Down,05/19/2025 00:40:55:593
4635,03_13TPR,Down,05/19/2025 00:41:07:718
4636,102BTPR,Down,05/19/2025 00:41:27:703
4637,104BTPR,Down,05/19/2025 00:41:35:421
4638,OMCTPR,Down,05/19/2025 00:41:54:031
4639,OMCTPR,Up,05/19/2025 00:41:54:046
4640,OMTPR,Down,05/19/2025 00:41:54:046
4641,OMCTPR,Down,05/19/2025 00:41:54:062
4642,C02TPR,Up,05/19/2025 00:42:05:640
4643,H02TPR,Up,05/19/2025 00:42:13:328
4644,OMBTPR,Down,05/19/2025 00:42:17:843
4645,UD_GDRA.BPAC_VPR2,Up,05/19/2025 00:42:18:750
4646,UD_GDRA.BPAC_VPR1,Up,05/19/2025 00:42:18:828
4647,UD_GDRA.BPAC_VPR,Up,05/19/2025 00:42:19:765
4648,15TPR,Up,05/19/2025 00:42:20:515
4649,03_13TPR,Up,05/19/2025 00:42:31:656
4650,102BTPR,Up,05/19/2025 00:42:36:000
4651,OMATPR,Down,05/19/2025 00:42:36:406
4652,104BTPR,Up,05/19/2025 00:42:46:640
4653,111BTPR,Down,05/19/2025 00:42:52:421
4654,111CTPR,Down,05/19/2025 00:42:59:281
4655,OMCTPR,Up,05/19/2025 00:43:02:203
4656,103BTPR,Down,05/19/2025 00:43:12:500
4657,OMBTPR,Up,05/19/2025 00:43:15:890
4658,101ATPR,Down,05/19/2025 00:43:20:625
4659,04_14TPR,Down,05/19/2025 00:43:27:140
4660,OMATPR,Up,05/19/2025 00:43:28:656
4661,OMTPR,Up,05/19/2025 00:43:28:765
4662,16TPR,Down,05/19/2025 00:43:34:562
4663,111BTPR,Up,05/19/2025 00:43:34:578
4664,UD_STBD.BPAC_VPR1,Down,05/19/2025 00:43:35:984
4665,UD_STBD.BPAC_VPR2,Down,05/19/2025 00:43:36:015
4666,H01TPR,Down,05/19/2025 00:43:38:953
4667,C01TPR,Down,05/19/2025 00:43:43:500
4668,111CTPR,Up,05/19/2025 00:43:46:609
4669,103BTPR,Up,05/19/2025 00:43:54:781
4670,101ATPR,Up,05/19/2025 00:44:01:593
4671,04_14TPR,Up,05/19/2025 00:44:09:406
4672,16TPR,Up,05/19/2025 00:44:13:953
4673,H01TPR,Up,05/19/2025 00:44:19:390
4674,C01TPR,Up,05/19/2025 00:44:23:500
4675,UD_STBD.BPAC_VPR2,Up,05/19/2025 01:11:12:703
4676,UD_STBD.BPAC_VPR1,Up,05/19/2025 01:11:13:078
4677,UD_GDRA.BPAC_VPR1,Down,05/19/2025 05:50:13:906
4678,UD_GDRA.BPAC_VPR2,Down,05/19/2025 05:50:14:265
4679,UD_GDRA.BPAC_VPR,Down,05/19/2025 05:50:15:453
4680,UD_STBD.BPAC_VPR1,Down,05/19/2025 06:09:22:562
4681,UD_STBD.BPAC_VPR2,Down,05/19/2025 06:09:22:953
4682,103NDKR,Down,05/19/2025 06:10:33:343
4683,105NDKR,Down,05/19/2025 06:10:36:328
4684,103RDKR,Up,05/19/2025 06:10:37:078
4685,105RDKR,Up,05/19/2025 06:10:39:546
4686,C02TPR,Down,05/19/2025 06:12:52:750
4687,H02TPR,Down,05/19/2025 06:13:03:687
4688,15TPR,Down,05/19/2025 06:13:16:812
4689,03_13TPR,Down,05/19/2025 06:13:29:984
4690,102BTPR,Down,05/19/2025 06:13:52:218
4691,104BTPR,Down,05/19/2025 06:14:01:250
4692,OMTPR,Down,05/19/2025 06:14:24:984
4693,OMCTPR,Down,05/19/2025 06:14:25:000
4694,C02TPR,Up,05/19/2025 06:14:42:218
4695,H02TPR,Up,05/19/2025 06:14:55:765
4696,OMBTPR,Down,05/19/2025 06:15:04:953
4697,UD_GDRA.BPAC_VPR2,Up,05/19/2025 06:15:06:140
4698,UD_GDRA.BPAC_VPR1,Up,05/19/2025 06:15:06:421
4699,UD_GDRA.BPAC_VPR,Up,05/19/2025 06:15:07:203
4700,15TPR,Up,05/19/2025 06:15:10:218
4701,02CTPR,Down,05/19/2025 06:15:25:062
4702,03_13TPR,Up,05/19/2025 06:15:36:859
4703,102BTPR,Up,05/19/2025 06:15:49:140
4704,OMATPR,Down,05/19/2025 06:15:50:937
4705,104BTPR,Up,05/19/2025 06:16:44:890
4706,102NDKR,Down,05/19/2025 06:16:53:578
4707,102RDKR,Up,05/19/2025 06:16:56:609
4708,02BTPR,Up,05/19/2025 06:17:58:468
4709,106BTPR,Down,05/19/2025 06:19:31:531
4710,02CTPR,Up,05/19/2025 06:19:46:250
4711,102ATPR,Down,05/19/2025 06:20:07:750
4712,106BTPR,Up,05/19/2025 06:20:21:062
4713,102BTPR,Down,05/19/2025 06:20:27:453
4714,102ATPR,Up,05/19/2025 06:20:40:234
4715,03_13TPR,Down,05/19/2025 06:20:49:656
4716,102BTPR,Up,05/19/2025 06:21:01:890
4717,104NDKR,Down,05/19/2025 06:21:12:796
4718,102RDKR,Down,05/19/2025 06:21:13:093
4719,104RDKR,Up,05/19/2025 06:21:15:765
4720,102NDKR,Up,05/19/2025 06:21:16:203
4721,102BTPR,Down,05/19/2025 06:22:02:062
4722,03_13TPR,Up,05/19/2025 06:22:12:515
4723,104BTPR,Down,05/19/2025 06:22:18:281
4724,102BTPR,Up,05/19/2025 06:22:28:484
4725,104ATPR,Down,05/19/2025 06:22:37:546
4726,104BTPR,Up,05/19/2025 06:22:47:375
4727,01CTPR,Down,05/19/2025 06:22:58:828
4728,01TPR,Down,05/19/2025 06:22:58:828
4729,104ATPR,Up,05/19/2025 06:23:08:296
4730,104RDKR,Down,05/19/2025 06:23:18:390
4731,104NDKR,Up,05/19/2025 06:23:21:390
4732,113NDKR,Down,05/19/2025 06:23:24:390
4733,113RDKR,Up,05/19/2025 06:23:27:312
4734,102NDKR,Down,05/19/2025 06:23:31:062
4735,102RDKR,Up,05/19/2025 06:23:34:078
4736,01BTPR,Down,05/19/2025 06:24:03:812
4737,01CTPR,Up,05/19/2025 06:24:12:281
4738,01ATPR,Down,05/19/2025 06:24:57:750
4739,01ATPR,Up,05/19/2025 06:24:57:781
4740,01ATPR,Down,05/19/2025 06:24:57:796
4741,01BTPR,Up,05/19/2025 06:25:05:625
4742,111ATPR,Down,05/19/2025 06:25:48:000
4743,01ATPR,Up,05/19/2025 06:25:55:859
4744,01TPR,Up,05/19/2025 06:25:55:953
4745,113TPR,Down,05/19/2025 06:26:06:921
4746,SLAC_U1_VPR,Down,05/19/2025 06:26:13:500
4747,SLAC_VPR,Down,05/19/2025 06:26:13:500
4748,SLAC_U2_VPR,Down,05/19/2025 06:26:14:343
4749,111ATPR,Up,05/19/2025 06:26:14:812
4750,113TPR,Up,05/19/2025 06:26:23:843
4751,104NDKR,Down,05/19/2025 06:26:29:265
4752,102RDKR,Down,05/19/2025 06:26:31:984
4753,104RDKR,Up,05/19/2025 06:26:32:187
4754,102NDKR,Up,05/19/2025 06:26:35:015
4755,111NDKR,Down,05/19/2025 06:26:37:062
4756,111RDKR,Up,05/19/2025 06:26:39:953
4757,113RDKR,Down,05/19/2025 06:26:40:093
4758,113NDKR,Up,05/19/2025 06:26:43:031
4759,103RDKR,Down,05/19/2025 06:26:49:109
4760,103NDKR,Up,05/19/2025 06:26:52:609
4761,C01TPR,Down,05/19/2025 06:41:51:109
4762,H01TPR,Down,05/19/2025 06:42:02:250
4763,16TPR,Down,05/19/2025 06:42:15:562
4764,04_14TPR,Down,05/19/2025 06:42:28:796
4765,101ATPR,Down,05/19/2025 06:42:52:890
4766,103BTPR,Down,05/19/2025 06:43:16:687
4767,111CTPR,Down,05/19/2025 06:43:50:515
4768,111CTPR,Up,05/19/2025 06:43:50:531
4769,111CTPR,Down,05/19/2025 06:43:50:546
4770,C01TPR,Up,05/19/2025 06:44:07:281
4771,H01TPR,Up,05/19/2025 06:44:27:328
4772,UD_STBD.BPAC_VPR2,Up,05/19/2025 06:44:40:796
4773,UD_STBD.BPAC_VPR1,Up,05/19/2025 06:44:41:000
4774,111BTPR,Down,05/19/2025 06:44:43:765
4775,16TPR,Up,05/19/2025 06:44:45:843
4776,111ATPR,Down,05/19/2025 06:44:55:531
4777,01ATPR,Down,05/19/2025 06:45:08:453
4778,01ATPR,Up,05/19/2025 06:45:08:500
4779,01ATPR,Down,05/19/2025 06:45:08:515
4780,01TPR,Down,05/19/2025 06:45:08:515
4781,04_14TPR,Up,05/19/2025 06:45:18:093
4782,101ATPR,Up,05/19/2025 06:45:48:031
4783,01BTPR,Down,05/19/2025 06:46:06:031
4784,103BTPR,Up,05/19/2025 06:46:22:687
4785,01CTPR,Down,05/19/2025 06:46:56:296
4786,111CTPR,Up,05/19/2025 06:47:08:031
4787,111BTPR,Up,05/19/2025 06:47:17:546
4788,111ATPR,Up,05/19/2025 06:47:27:593
4789,104ATPR,Down,05/19/2025 06:47:41:796
4790,104BTPR,Down,05/19/2025 06:47:55:515
4791,102BTPR,Down,05/19/2025 06:48:07:375
4792,01ATPR,Up,05/19/2025 06:48:08:093
4793,03_13TPR,Down,05/19/2025 06:48:16:593
4794,15TPR,Down,05/19/2025 06:48:37:781
4795,UD_GDRA.BPAC_VPR1,Down,05/19/2025 06:48:41:296
4796,UD_GDRA.BPAC_VPR2,Down,05/19/2025 06:48:41:500
4797,UD_GDRA.BPAC_VPR,Down,05/19/2025 06:48:42:796
4798,01BTPR,Up,05/19/2025 06:48:43:468
4799,H02TPR,Down,05/19/2025 06:48:49:609
4800,C02TPR,Down,05/19/2025 06:49:01:125
4801,01CTPR,Up,05/19/2025 06:49:18:406
4802,01TPR,Up,05/19/2025 06:49:18:531
4803,104ATPR,Up,05/19/2025 06:49:30:343
4804,104BTPR,Up,05/19/2025 06:49:41:156
4805,103NDKR,Down,05/19/2025 06:49:43:734
4806,103RDKR,Up,05/19/2025 06:49:47:437
4807,102BTPR,Up,05/19/2025 06:49:50:265
4808,107NDKR,Down,05/19/2025 06:49:51:218
4809,107RDKR,Up,05/19/2025 06:49:54:265
4810,03_13TPR,Up,05/19/2025 06:50:12:656
4811,15TPR,Up,05/19/2025 06:50:26:218
4812,H02TPR,Up,05/19/2025 06:50:39:437
4813,C02TPR,Up,05/19/2025 06:50:50:296
4814,UD_STBD.BPAC_VPR1,Down,05/19/2025 07:05:57:968
4815,UD_STBD.BPAC_VPR2,Down,05/19/2025 07:05:58:093
4816,UD_GDRA.BPAC_VPR1,Up,05/19/2025 07:18:17:718
4817,UD_GDRA.BPAC_VPR2,Up,05/19/2025 07:18:18:000
4818,UD_GDRA.BPAC_VPR,Up,05/19/2025 07:18:19:031
4819,107RDKR,Down,05/19/2025 07:26:04:281
4820,107NDKR,Up,05/19/2025 07:26:07:234
4821,111RDKR,Down,05/19/2025 07:26:18:390
4822,111NDKR,Up,05/19/2025 07:26:21:296
4823,C01TPR,Down,05/19/2025 07:36:11:625
4824,H01TPR,Down,05/19/2025 07:36:23:906
4825,16TPR,Down,05/19/2025 07:36:38:750
4826,04_14TPR,Down,05/19/2025 07:36:53:953
4827,101ATPR,Down,05/19/2025 07:37:22:468
4828,103BTPR,Down,05/19/2025 07:37:48:843
4829,103ATPR,Down,05/19/2025 07:38:05:250
4830,105BTPR,Down,05/19/2025 07:38:22:328
4831,C01TPR,Up,05/19/2025 07:38:27:593
4832,105ATPR,Down,05/19/2025 07:38:44:046
4833,H01TPR,Up,05/19/2025 07:38:49:453
4834,107BTPR,Down,05/19/2025 07:38:56:890
4835,UD_STBD.BPAC_VPR2,Up,05/19/2025 07:39:04:578
4836,UD_STBD.BPAC_VPR1,Up,05/19/2025 07:39:04:859
4837,16TPR,Up,05/19/2025 07:39:10:359
4838,03ATPR,Down,05/19/2025 07:39:11:859
4839,03TPR,Down,05/19/2025 07:39:11:906
4840,04_14TPR,Up,05/19/2025 07:39:47:171
4841,101ATPR,Up,05/19/2025 07:40:22:906
4842,103BTPR,Up,05/19/2025 07:40:43:640
4843,03BTPR,Down,05/19/2025 07:40:55:593
4844,103ATPR,Up,05/19/2025 07:41:03:953
4845,105BTPR,Up,05/19/2025 07:41:29:281
4846,105ATPR,Up,05/19/2025 07:41:46:468
4847,107BTPR,Up,05/19/2025 07:42:07:437
4848,03CTPR,Down,05/19/2025 07:42:12:250
4849,103RDKR,Down,05/19/2025 07:42:16:343
4850,103NDKR,Up,05/19/2025 07:42:19:875
4851,105RDKR,Down,05/19/2025 07:42:20:875
4852,105NDKR,Up,05/19/2025 07:42:24:328
4853,111BTPR,Down,05/19/2025 07:49:06:109
4854,105NDKR,Down,05/19/2025 07:49:49:734
4855,105RDKR,Up,05/19/2025 07:49:52:953
4856,111CTPR,Down,05/19/2025 07:49:55:968
4857,111CTPR,Up,05/19/2025 07:49:55:984
4858,111CTPR,Down,05/19/2025 07:49:56:000
4859,105RDKR,Down,05/19/2025 07:49:58:750
4860,105NDKR,Up,05/19/2025 07:50:02:171
4861,OMCTPR,Up,05/19/2025 07:52:40:265
4862,103BTPR,Down,05/19/2025 07:53:20:812
