SlNo,SIGNAL_NAME,SIGNAL_STATUS,SIGNAL_TIME
505,103BTPR,Down,05/15/2025 13:25:37:828
506,01ATPR,Up,05/15/2025 13:25:48:453
507,01TPR,Up,05/15/2025 13:25:48:562
508,101BTPR,Down,05/15/2025 13:26:08:453
509,103BTPR,Up,05/15/2025 13:26:15:890
510,111ATPR,Up,05/15/2025 13:26:17:687
511,113TPR,Up,05/15/2025 13:26:31:187
512,SLAC_U2_VPR,Up,05/15/2025 13:28:52:265
513,SLAC_U1_VPR,Up,05/15/2025 13:28:52:906
514,SLAC_VPR,Up,05/15/2025 13:28:53:000
515,101BTPR,Up,05/15/2025 13:29:25:828
516,C01TPR,Down,05/15/2025 13:41:24:359
517,H01TPR,Down,05/15/2025 13:41:29:359
518,16TPR,Down,05/15/2025 13:41:35:093
519,04_14TPR,Down,05/15/2025 13:41:40:625
520,101ATPR,Down,05/15/2025 13:41:49:984
521,103BTPR,Down,05/15/2025 13:41:58:203
522,111CTPR,Down,05/15/2025 13:42:08:125
523,111CTPR,Up,05/15/2025 13:42:08:140
524,111CTPR,Down,05/15/2025 13:42:08:171
525,C01TPR,Up,05/15/2025 13:42:12:781
526,H01TPR,Up,05/15/2025 13:42:18:578
527,UD_STBD.BPAC_VPR2,Up,05/15/2025 13:42:22:328
528,UD_STBD.BPAC_VPR1,Up,05/15/2025 13:42:22:468
529,111BTPR,Down,05/15/2025 13:42:23:203
530,16TPR,Up,05/15/2025 13:42:23:843
531,OMATPR,Down,05/15/2025 13:42:30:484
532,OMTPR,Down,05/15/2025 13:42:30:484
533,04_14TPR,Up,05/15/2025 13:42:33:250
534,101ATPR,Up,05/15/2025 13:42:41:484
535,OMBTPR,Down,05/15/2025 13:42:46:531
536,103BTPR,Up,05/15/2025 13:42:51:500
537,OMCTPR,Down,05/15/2025 13:43:02:937
538,111CTPR,Up,05/15/2025 13:43:06:890
539,111BTPR,Up,05/15/2025 13:43:14:390
540,104BTPR,Down,05/15/2025 13:43:19:828
541,OMATPR,Up,05/15/2025 13:43:30:546
542,102BTPR,Down,05/15/2025 13:43:30:562
543,03_13TPR,Down,05/15/2025 13:43:34:531
544,15TPR,Down,05/15/2025 13:43:43:984
545,UD_GDRA.BPAC_VPR1,Down,05/15/2025 13:43:45:781
546,UD_GDRA.BPAC_VPR2,Down,05/15/2025 13:43:45:890
547,OMBTPR,Up,05/15/2025 13:43:46:515
548,UD_GDRA.BPAC_VPR,Down,05/15/2025 13:43:46:921
549,H02TPR,Down,05/15/2025 13:43:49:515
550,C02TPR,Down,05/15/2025 13:43:54:875
551,OMCTPR,Up,05/15/2025 13:44:02:500
552,OMTPR,Up,05/15/2025 13:44:02:609
553,104BTPR,Up,05/15/2025 13:44:12:593
554,102BTPR,Up,05/15/2025 13:44:16:687
555,03_13TPR,Up,05/15/2025 13:44:26:546
556,15TPR,Up,05/15/2025 13:44:32:546
557,H02TPR,Up,05/15/2025 13:44:38:546
558,C02TPR,Up,05/15/2025 13:44:43:703
559,103BTPR,Down,05/15/2025 13:53:16:171
560,UD_STBD.BPAC_VPR1,Down,05/15/2025 14:03:21:343
561,UD_STBD.BPAC_VPR2,Down,05/15/2025 14:03:21:375
562,UD_GDRA.BPAC_VPR1,Up,05/15/2025 14:07:39:281
563,UD_GDRA.BPAC_VPR2,Up,05/15/2025 14:07:39:453
564,UD_GDRA.BPAC_VPR,Up,05/15/2025 14:07:40:578
565,111NDKR,Down,05/15/2025 14:11:37:859
566,111RDKR,Up,05/15/2025 14:11:40:859
567,103BTPR,Up,05/15/2025 14:19:50:593
568,103BTPR,Down,05/15/2025 14:19:50:937
569,103BTPR,Up,05/15/2025 14:20:00:031
570,103BTPR,Down,05/15/2025 14:20:01:062
571,103BTPR,Up,05/15/2025 14:20:08:625
572,C01TPR,Down,05/15/2025 14:20:14:390
573,113RDKR,Down,05/15/2025 14:20:28:015
574,113NDKR,Up,05/15/2025 14:20:31:000
575,H01TPR,Down,05/15/2025 14:21:29:375
576,16TPR,Down,05/15/2025 14:21:38:656
577,04_14TPR,Down,05/15/2025 14:21:45:000
578,C01TPR,Up,05/15/2025 14:21:50:906
579,101ATPR,Down,05/15/2025 14:21:54:203
580,H01TPR,Up,05/15/2025 14:21:56:640
581,UD_STBD.BPAC_VPR1,Up,05/15/2025 14:22:00:343
582,UD_STBD.BPAC_VPR2,Up,05/15/2025 14:22:00:343
583,16TPR,Up,05/15/2025 14:22:01:906
584,103BTPR,Down,05/15/2025 14:22:02:468
585,04_14TPR,Up,05/15/2025 14:22:11:437
586,111CTPR,Down,05/15/2025 14:22:12:484
587,111CTPR,Up,05/15/2025 14:22:12:500
588,111CTPR,Down,05/15/2025 14:22:12:531
589,101ATPR,Up,05/15/2025 14:22:19:593
590,111BTPR,Down,05/15/2025 14:22:31:171
591,103BTPR,Up,05/15/2025 14:22:34:062
592,111ATPR,Down,05/15/2025 14:22:38:359
593,01ATPR,Down,05/15/2025 14:22:46:296
594,01ATPR,Up,05/15/2025 14:22:46:312
595,01ATPR,Down,05/15/2025 14:22:46:343
596,01TPR,Down,05/15/2025 14:22:46:343
597,111CTPR,Up,05/15/2025 14:23:05:156
598,111BTPR,Up,05/15/2025 14:23:12:625
599,01BTPR,Down,05/15/2025 14:23:19:187
600,111ATPR,Up,05/15/2025 14:23:20:312
601,111RDKR,Down,05/15/2025 14:23:26:828
602,111NDKR,Up,05/15/2025 14:23:29:796
603,103NDKR,Down,05/15/2025 14:24:08:140
604,103RDKR,Up,05/15/2025 14:24:11:968
605,01CTPR,Down,05/15/2025 14:24:16:500
606,01ATPR,Up,05/15/2025 14:24:20:546
607,109NDKR,Down,05/15/2025 14:29:05:531
608,109RDKR,Up,05/15/2025 14:29:08:625
609,104NDKR,Down,05/15/2025 14:31:08:375
610,104RDKR,Up,05/15/2025 14:31:11:406
611,107ATPR,Down,05/15/2025 14:35:52:093
612,107BTPR,Down,05/15/2025 14:36:11:031
613,01BTPR,Up,05/15/2025 14:36:26:296
614,105ATPR,Down,05/15/2025 14:36:26:453
615,104ATPR,Down,05/15/2025 14:36:26:953
616,104BTPR,Down,05/15/2025 14:36:37:812
617,102BTPR,Down,05/15/2025 14:36:48:109
618,03_13TPR,Down,05/15/2025 14:36:56:796
619,01CTPR,Up,05/15/2025 14:37:01:828
620,01TPR,Up,05/15/2025 14:37:01:937
621,104ATPR,Up,05/15/2025 14:37:13:343
622,15TPR,Down,05/15/2025 14:37:16:875
623,UD_GDRA.BPAC_VPR1,Down,05/15/2025 14:37:20:171
624,UD_GDRA.BPAC_VPR2,Down,05/15/2025 14:37:20:359
625,105BTPR,Down,05/15/2025 14:37:20:468
626,UD_GDRA.BPAC_VPR,Down,05/15/2025 14:37:21:531
627,104BTPR,Up,05/15/2025 14:37:22:953
628,H02TPR,Down,05/15/2025 14:37:27:328
629,102BTPR,Up,05/15/2025 14:37:29:718
630,C02TPR,Down,05/15/2025 14:37:35:000
631,03_13TPR,Up,05/15/2025 14:37:41:171
632,15TPR,Up,05/15/2025 14:37:46:625
633,H02TPR,Up,05/15/2025 14:37:51:437
634,C02TPR,Up,05/15/2025 14:37:55:312
635,103ATPR,Down,05/15/2025 14:38:32:125
636,103BTPR,Down,05/15/2025 14:39:02:187
637,101ATPR,Down,05/15/2025 14:39:30:187
638,04_14TPR,Down,05/15/2025 14:40:11:656
639,GL2AC_U2_VPR,Up,05/15/2025 14:40:38:781
640,GL2AC_U1_VPR,Up,05/15/2025 14:40:39:656
641,GL2AC_VPR,Up,05/15/2025 14:40:39:750
642,16TPR,Down,05/15/2025 14:40:55:000
643,107ATPR,Up,05/15/2025 14:40:55:109
644,UD_STBD.BPAC_VPR1,Down,05/15/2025 14:41:03:203
645,UD_STBD.BPAC_VPR2,Down,05/15/2025 14:41:03:593
646,107BTPR,Up,05/15/2025 14:41:10:218
647,H01TPR,Down,05/15/2025 14:41:23:156
648,105ATPR,Up,05/15/2025 14:41:26:640
649,C01TPR,Down,05/15/2025 14:41:49:390
650,105BTPR,Up,05/15/2025 14:41:52:625
651,103ATPR,Up,05/15/2025 14:42:18:921
652,103BTPR,Up,05/15/2025 14:42:50:296
653,101ATPR,Up,05/15/2025 14:45:03:828
654,103RDKR,Down,05/15/2025 14:45:48:921
655,103NDKR,Up,05/15/2025 14:45:52:546
656,105RDKR,Down,05/15/2025 14:45:54:343
657,105NDKR,Up,05/15/2025 14:45:57:937
658,04_14TPR,Up,05/15/2025 14:45:59:796
659,16TPR,Up,05/15/2025 14:46:22:171
660,H01TPR,Up,05/15/2025 14:46:46:859
661,C01TPR,Up,05/15/2025 14:47:08:218
662,UD_GDRA.BPAC_VPR2,Up,05/15/2025 14:52:10:125
663,UD_GDRA.BPAC_VPR1,Up,05/15/2025 14:52:10:937
664,UD_GDRA.BPAC_VPR,Up,05/15/2025 14:52:11:250
665,UD_GDRA.BPAC_VPR1,Down,05/15/2025 14:57:28:390
666,UD_GDRA.BPAC_VPR2,Down,05/15/2025 14:57:28:734
667,UD_GDRA.BPAC_VPR,Down,05/15/2025 14:57:30:000
668,C02TPR,Down,05/15/2025 15:13:24:000
669,H02TPR,Down,05/15/2025 15:13:29:000
670,15TPR,Down,05/15/2025 15:13:34:781
671,C02TPR,Up,05/15/2025 15:13:40:937
672,03_13TPR,Down,05/15/2025 15:13:40:984
673,H02TPR,Up,05/15/2025 15:13:47:265
674,UD_GDRA.BPAC_VPR2,Up,05/15/2025 15:13:53:859
675,102BTPR,Down,05/15/2025 15:13:53:921
676,UD_GDRA.BPAC_VPR1,Up,05/15/2025 15:13:54:093
677,UD_GDRA.BPAC_VPR,Up,05/15/2025 15:13:55:109
678,15TPR,Up,05/15/2025 15:13:56:593
679,104BTPR,Down,05/15/2025 15:14:01:328
680,104ATPR,Down,05/15/2025 15:14:10:765
681,03_13TPR,Up,05/15/2025 15:14:15:140
682,01CTPR,Down,05/15/2025 15:14:21:453
683,01TPR,Down,05/15/2025 15:14:21:453
684,102BTPR,Up,05/15/2025 15:14:22:968
685,104BTPR,Up,05/15/2025 15:14:32:531
686,104ATPR,Up,05/15/2025 15:14:43:484
687,104RDKR,Down,05/15/2025 15:14:56:000
688,01BTPR,Down,05/15/2025 15:14:56:812
689,104NDKR,Up,05/15/2025 15:14:59:046
690,01CTPR,Up,05/15/2025 15:15:45:390
691,107RDKR,Down,05/15/2025 15:17:07:531
692,107NDKR,Up,05/15/2025 15:17:10:609
693,109RDKR,Down,05/15/2025 15:17:12:343
694,109NDKR,Up,05/15/2025 15:17:15:453
695,108RDKR,Down,05/15/2025 15:17:31:921
696,108NDKR,Up,05/15/2025 15:17:34:968
697,104NDKR,Down,05/15/2025 15:25:32:093
698,104RDKR,Up,05/15/2025 15:25:35:046
699,01CTPR,Down,05/15/2025 15:31:13:078
700,01BTPR,Up,05/15/2025 15:33:03:015
701,104ATPR,Down,05/15/2025 15:33:33:453
702,104BTPR,Down,05/15/2025 15:33:45:328
703,102BTPR,Down,05/15/2025 15:33:55:625
704,01CTPR,Up,05/15/2025 15:33:56:937
705,01TPR,Up,05/15/2025 15:33:57:046
706,03_13TPR,Down,05/15/2025 15:34:04:203
707,104ATPR,Up,05/15/2025 15:34:08:843
708,104BTPR,Up,05/15/2025 15:34:19:203
709,15TPR,Down,05/15/2025 15:34:24:437
710,102BTPR,Up,05/15/2025 15:34:27:515
711,UD_GDRA.BPAC_VPR1,Down,05/15/2025 15:34:27:812
712,UD_GDRA.BPAC_VPR2,Down,05/15/2025 15:34:28:000
713,UD_GDRA.BPAC_VPR,Down,05/15/2025 15:34:29:078
714,H02TPR,Down,05/15/2025 15:34:35:234
715,104RDKR,Down,05/15/2025 15:34:39:125
716,104NDKR,Up,05/15/2025 15:34:42:125
717,03_13TPR,Up,05/15/2025 15:34:44:093
718,C02TPR,Down,05/15/2025 15:34:44:125
719,15TPR,Up,05/15/2025 15:34:51:890
720,H02TPR,Up,05/15/2025 15:34:58:734
721,C02TPR,Up,05/15/2025 15:35:04:078
722,UD_STBD.BPAC_VPR2,Up,05/15/2025 15:40:57:546
723,UD_STBD.BPAC_VPR1,Up,05/15/2025 15:40:58:171
724,UD_STBD.BPAC_VPR1,Down,05/15/2025 15:48:14:046
725,UD_STBD.BPAC_VPR2,Down,05/15/2025 15:48:14:453
726,UD_GDRA.BPAC_VPR2,Up,05/15/2025 15:52:03:156
727,UD_GDRA.BPAC_VPR1,Up,05/15/2025 15:52:03:546
728,UD_GDRA.BPAC_VPR,Up,05/15/2025 15:52:04:421
729,UD_GDRA.BPAC_VPR1,Down,05/15/2025 15:55:20:000
730,UD_GDRA.BPAC_VPR2,Down,05/15/2025 15:55:20:203
731,UD_GDRA.BPAC_VPR,Down,05/15/2025 15:55:21:281
732,104NDKR,Down,05/15/2025 16:14:40:406
733,104RDKR,Up,05/15/2025 16:14:43:359
734,C01TPR,Down,05/15/2025 16:19:59:062
735,C02TPR,Down,05/15/2025 16:20:05:812
736,H02TPR,Down,05/15/2025 16:20:14:375
737,15TPR,Down,05/15/2025 16:20:24:531
738,03_13TPR,Down,05/15/2025 16:20:35:296
739,102BTPR,Down,05/15/2025 16:20:54:937
740,104BTPR,Down,05/15/2025 16:21:03:531
741,104ATPR,Down,05/15/2025 16:21:14:890
742,01CTPR,Down,05/15/2025 16:21:28:468
743,01TPR,Down,05/15/2025 16:21:28:468
744,C02TPR,Up,05/15/2025 16:21:47:671
745,H02TPR,Up,05/15/2025 16:22:01:343
746,01BTPR,Down,05/15/2025 16:22:09:968
747,UD_GDRA.BPAC_VPR2,Up,05/15/2025 16:22:11:453
748,UD_GDRA.BPAC_VPR1,Up,05/15/2025 16:22:11:625
749,UD_GDRA.BPAC_VPR,Up,05/15/2025 16:22:12:531
750,15TPR,Up,05/15/2025 16:22:15:156
751,03_13TPR,Up,05/15/2025 16:22:39:546
752,102BTPR,Up,05/15/2025 16:22:51:890
753,01ATPR,Down,05/15/2025 16:22:53:093
754,01ATPR,Up,05/15/2025 16:22:53:109
755,01ATPR,Down,05/15/2025 16:22:53:125
756,104BTPR,Up,05/15/2025 16:23:12:953
757,104ATPR,Up,05/15/2025 16:23:41:453
758,104RDKR,Down,05/15/2025 16:23:50:437
759,104NDKR,Up,05/15/2025 16:23:53:484
760,H01TPR,Down,05/15/2025 16:25:48:390
761,16TPR,Down,05/15/2025 16:26:15:046
762,04_14TPR,Down,05/15/2025 16:26:32:843
763,101ATPR,Down,05/15/2025 16:26:56:562
764,103BTPR,Down,05/15/2025 16:27:13:718
765,111CTPR,Down,05/15/2025 16:27:31:171
766,C01TPR,Up,05/15/2025 16:27:38:234
767,H01TPR,Up,05/15/2025 16:27:46:890
768,UD_STBD.BPAC_VPR2,Up,05/15/2025 16:27:52:343
769,UD_STBD.BPAC_VPR1,Up,05/15/2025 16:27:52:515
770,111BTPR,Down,05/15/2025 16:27:53:687
771,16TPR,Up,05/15/2025 16:27:54:421
772,OMATPR,Down,05/15/2025 16:28:03:390
773,OMTPR,Down,05/15/2025 16:28:03:406
774,04_14TPR,Up,05/15/2025 16:28:06:828
775,101ATPR,Up,05/15/2025 16:28:17:093
776,OMBTPR,Down,05/15/2025 16:28:23:250
777,103BTPR,Up,05/15/2025 16:28:29:078
778,OMCTPR,Down,05/15/2025 16:28:42:328
779,111CTPR,Up,05/15/2025 16:28:46:828
780,111BTPR,Up,05/15/2025 16:28:55:265
781,104BTPR,Down,05/15/2025 16:29:01:375
782,102BTPR,Down,05/15/2025 16:29:13:312
783,OMATPR,Up,05/15/2025 16:29:13:328
784,111NDKR,Down,05/15/2025 16:29:13:453
785,111RDKR,Up,05/15/2025 16:29:16:406
786,03_13TPR,Down,05/15/2025 16:29:17:718
787,15TPR,Down,05/15/2025 16:29:28:468
788,UD_GDRA.BPAC_VPR1,Down,05/15/2025 16:29:30:515
789,UD_GDRA.BPAC_VPR2,Down,05/15/2025 16:29:30:640
790,OMBTPR,Up,05/15/2025 16:29:31:218
791,UD_GDRA.BPAC_VPR,Down,05/15/2025 16:29:31:734
792,H02TPR,Down,05/15/2025 16:29:35:015
793,C02TPR,Down,05/15/2025 16:29:41:468
794,OMCTPR,Up,05/15/2025 16:29:50:609
795,OMTPR,Up,05/15/2025 16:29:50:703
796,111ATPR,Down,05/15/2025 16:29:58:781
797,104BTPR,Up,05/15/2025 16:30:03:468
798,102BTPR,Up,05/15/2025 16:30:08:656
799,111BTPR,Down,05/15/2025 16:30:18:562
800,03_13TPR,Up,05/15/2025 16:30:21:515
801,15TPR,Up,05/15/2025 16:30:29:546
802,111CTPR,Down,05/15/2025 16:30:31:546
803,111CTPR,Up,05/15/2025 16:30:31:562
804,111CTPR,Down,05/15/2025 16:30:31:578
805,H02TPR,Up,05/15/2025 16:30:37:140
806,01CTPR,Up,05/15/2025 16:30:43:000
807,C02TPR,Up,05/15/2025 16:30:43:453
808,103BTPR,Down,05/15/2025 16:31:10:328
809,01BTPR,Up,05/15/2025 16:31:19:812
810,101ATPR,Down,05/15/2025 16:31:31:625
811,04_14TPR,Down,05/15/2025 16:31:49:000
812,01ATPR,Up,05/15/2025 16:31:53:750
813,01TPR,Up,05/15/2025 16:31:53:859
814,111ATPR,Up,05/15/2025 16:32:01:609
815,16TPR,Down,05/15/2025 16:32:08:578
816,111BTPR,Up,05/15/2025 16:32:09:062
817,UD_STBD.BPAC_VPR1,Down,05/15/2025 16:32:11:968
818,UD_STBD.BPAC_VPR2,Down,05/15/2025 16:32:12:093
819,H01TPR,Down,05/15/2025 16:32:19:984
820,C01TPR,Down,05/15/2025 16:32:31:671
821,111CTPR,Up,05/15/2025 16:32:40:062
822,103BTPR,Up,05/15/2025 16:32:59:906
823,101ATPR,Up,05/15/2025 16:33:16:453
824,04_14TPR,Up,05/15/2025 16:33:35:093
825,111RDKR,Down,05/15/2025 16:33:36:609
826,111NDKR,Up,05/15/2025 16:33:39:562
827,16TPR,Up,05/15/2025 16:33:44:953
828,H01TPR,Up,05/15/2025 16:33:55:250
829,C01TPR,Up,05/15/2025 16:34:03:015
830,113NDKR,Down,05/15/2025 16:34:44:046
831,113RDKR,Up,05/15/2025 16:34:46:968
832,UD_GDRA.BPAC_VPR2,Up,05/15/2025 16:56:18:656
833,UD_GDRA.BPAC_VPR1,Up,05/15/2025 16:56:18:718
834,UD_GDRA.BPAC_VPR,Up,05/15/2025 16:56:19:968
835,UD_STBD.BPAC_VPR2,Up,05/15/2025 16:59:42:187
836,UD_STBD.BPAC_VPR1,Up,05/15/2025 16:59:42:531
837,101BTPR,Down,05/15/2025 17:03:29:531
838,SLAC_U2_VPR,Down,05/15/2025 17:04:58:578
839,SLAC_VPR,Down,05/15/2025 17:04:58:593
840,SLAC_U1_VPR,Down,05/15/2025 17:04:58:843
841,113TPR,Down,05/15/2025 17:09:17:046
842,111ATPR,Down,05/15/2025 17:09:39:281
843,101BTPR,Up,05/15/2025 17:09:54:343
844,01ATPR,Down,05/15/2025 17:10:18:921
845,01ATPR,Up,05/15/2025 17:10:18:937
846,01ATPR,Down,05/15/2025 17:10:18:968
847,01TPR,Down,05/15/2025 17:10:18:968
848,01BTPR,Down,05/15/2025 17:12:11:437
849,SLAC_U1_VPR,Up,05/15/2025 17:12:55:765
850,SLAC_U2_VPR,Up,05/15/2025 17:12:56:906
851,SLAC_VPR,Up,05/15/2025 17:12:57:015
852,113TPR,Up,05/15/2025 17:13:09:312
853,111ATPR,Up,05/15/2025 17:13:47:796
854,01CTPR,Down,05/15/2025 17:13:56:718
855,113RDKR,Down,05/15/2025 18:37:01:125
856,113NDKR,Up,05/15/2025 18:37:04:046
857,111NDKR,Down,05/15/2025 19:13:00:265
858,111RDKR,Up,05/15/2025 19:13:03:171
859,01CTPR,Up,05/15/2025 19:17:14:859
860,111ATPR,Down,05/15/2025 19:17:19:625
861,111BTPR,Down,05/15/2025 19:17:32:484
862,111CTPR,Down,05/15/2025 19:17:46:703
863,01BTPR,Up,05/15/2025 19:18:33:625
864,103BTPR,Down,05/15/2025 19:19:01:015
865,01ATPR,Up,05/15/2025 19:19:19:578
866,01TPR,Up,05/15/2025 19:19:19:687
867,101ATPR,Down,05/15/2025 19:19:23:453
868,111ATPR,Up,05/15/2025 19:19:27:468
869,111BTPR,Up,05/15/2025 19:19:35:140
870,04_14TPR,Down,05/15/2025 19:19:40:937
871,16TPR,Down,05/15/2025 19:20:00:343
872,UD_STBD.BPAC_VPR1,Down,05/15/2025 19:20:03:328
873,UD_STBD.BPAC_VPR2,Down,05/15/2025 19:20:03:437
874,111CTPR,Up,05/15/2025 19:20:06:000
875,H01TPR,Down,05/15/2025 19:20:09:812
876,C01TPR,Down,05/15/2025 19:20:18:093
877,103BTPR,Up,05/15/2025 19:20:20:781
878,101ATPR,Up,05/15/2025 19:20:30:609
879,04_14TPR,Up,05/15/2025 19:20:40:343
880,16TPR,Up,05/15/2025 19:20:45:515
881,H01TPR,Up,05/15/2025 19:20:51:500
882,C01TPR,Up,05/15/2025 19:20:56:000
883,111RDKR,Down,05/15/2025 19:27:26:718
884,111NDKR,Up,05/15/2025 19:27:29:640
885,UD_STBD.BPAC_VPR2,Up,05/15/2025 19:39:34:406
886,UD_STBD.BPAC_VPR1,Up,05/15/2025 19:39:34:500
887,UD_STBD.BPAC_VPR1,Down,05/16/2025 01:21:11:890
888,UD_STBD.BPAC_VPR2,Down,05/16/2025 01:21:12:484
889,C01TPR,Down,05/16/2025 01:54:42:406
890,H01TPR,Down,05/16/2025 01:54:53:140
891,16TPR,Down,05/16/2025 01:55:05:343
892,04_14TPR,Down,05/16/2025 01:55:16:937
893,101ATPR,Down,05/16/2025 01:55:36:468
894,103BTPR,Down,05/16/2025 01:55:54:625
895,111CTPR,Down,05/16/2025 01:56:18:296
896,C01TPR,Up,05/16/2025 01:56:29:140
897,H01TPR,Up,05/16/2025 01:56:45:343
898,UD_STBD.BPAC_VPR2,Up,05/16/2025 01:56:56:453
899,UD_STBD.BPAC_VPR1,Up,05/16/2025 01:56:56:687
900,111BTPR,Down,05/16/2025 01:57:00:296
901,16TPR,Up,05/16/2025 01:57:00:890
902,OMATPR,Down,05/16/2025 01:57:21:687
903,OMTPR,Down,05/16/2025 01:57:21:687
904,04_14TPR,Up,05/16/2025 01:57:28:562
905,101ATPR,Up,05/16/2025 01:57:53:406
906,OMBTPR,Down,05/16/2025 01:58:11:187
907,103BTPR,Up,05/16/2025 01:58:27:359
908,OMCTPR,Down,05/16/2025 01:59:17:671
909,111CTPR,Up,05/16/2025 01:59:36:609
910,111BTPR,Up,05/16/2025 02:01:54:906
911,111NDKR,Down,05/16/2025 02:02:13:843
912,111RDKR,Up,05/16/2025 02:02:16:750
913,102NDKR,Down,05/16/2025 02:02:19:015
914,102RDKR,Up,05/16/2025 02:02:22:046
915,UD_GDRA.BPAC_VPR1,Down,05/16/2025 04:37:14:437
916,UD_GDRA.BPAC_VPR2,Down,05/16/2025 04:37:14:750
917,UD_GDRA.BPAC_VPR,Down,05/16/2025 04:37:16:015
918,104NDKR,Down,05/16/2025 05:02:31:656
919,102RDKR,Down,05/16/2025 05:02:31:953
920,104RDKR,Up,05/16/2025 05:02:34:640
921,102NDKR,Up,05/16/2025 05:02:35:000
922,C02TPR,Down,05/16/2025 05:08:08:328
923,H02TPR,Down,05/16/2025 05:08:20:187
924,15TPR,Down,05/16/2025 05:08:35:312
925,03_13TPR,Down,05/16/2025 05:08:53:312
926,102BTPR,Down,05/16/2025 05:09:34:125
927,104BTPR,Down,05/16/2025 05:09:53:375
928,104ATPR,Down,05/16/2025 05:10:17:859
929,01CTPR,Down,05/16/2025 05:10:47:984
930,01TPR,Down,05/16/2025 05:10:47:984
931,C02TPR,Up,05/16/2025 05:11:28:015
932,H02TPR,Up,05/16/2025 05:11:55:656
933,01BTPR,Down,05/16/2025 05:12:14:031
934,UD_GDRA.BPAC_VPR2,Up,05/16/2025 05:12:15:359
935,UD_GDRA.BPAC_VPR1,Up,05/16/2025 05:12:15:875
936,UD_GDRA.BPAC_VPR,Up,05/16/2025 05:12:16:515
937,15TPR,Up,05/16/2025 05:12:22:984
938,03_13TPR,Up,05/16/2025 05:13:13:203
939,102BTPR,Up,05/16/2025 05:13:36:406
940,01ATPR,Down,05/16/2025 05:13:38:343
941,01ATPR,Up,05/16/2025 05:13:38:359
942,01ATPR,Down,05/16/2025 05:13:38:406
943,104BTPR,Up,05/16/2025 05:14:04:687
944,104ATPR,Up,05/16/2025 05:14:34:875
945,111ATPR,Down,05/16/2025 05:15:06:718
946,111BTPR,Down,05/16/2025 05:15:25:671
947,111CTPR,Down,05/16/2025 05:15:42:984
948,01CTPR,Up,05/16/2025 05:15:59:875
949,103BTPR,Down,05/16/2025 05:16:56:328
950,01BTPR,Up,05/16/2025 05:17:16:296
951,101ATPR,Down,05/16/2025 05:17:43:750
952,04_14TPR,Down,05/16/2025 05:18:20:765
953,01ATPR,Up,05/16/2025 05:18:29:375
954,01TPR,Up,05/16/2025 05:18:29:468
955,111ATPR,Up,05/16/2025 05:18:45:203
956,111BTPR,Up,05/16/2025 05:18:59:609
957,16TPR,Down,05/16/2025 05:19:00:250
958,UD_STBD.BPAC_VPR1,Down,05/16/2025 05:19:06:906
959,UD_STBD.BPAC_VPR2,Down,05/16/2025 05:19:07:218
960,H01TPR,Down,05/16/2025 05:19:24:093
961,C01TPR,Down,05/16/2025 05:19:50:343
962,111CTPR,Up,05/16/2025 05:20:07:062
963,103BTPR,Up,05/16/2025 05:20:46:640
964,101ATPR,Up,05/16/2025 05:21:18:109
965,04_14TPR,Up,05/16/2025 05:21:55:984
966,16TPR,Up,05/16/2025 05:22:14:828
967,H01TPR,Up,05/16/2025 05:22:33:343
968,C01TPR,Up,05/16/2025 05:22:49:250
969,UD_STBD.BPAC_VPR1,Up,05/16/2025 05:55:53:546
970,UD_STBD.BPAC_VPR2,Up,05/16/2025 05:55:54:062
971,UD_GDRA.BPAC_VPR1,Down,05/16/2025 06:30:14:468
972,UD_GDRA.BPAC_VPR2,Down,05/16/2025 06:30:14:843
973,UD_GDRA.BPAC_VPR,Down,05/16/2025 06:30:15:843
974,C02TPR,Down,05/16/2025 06:55:52:421
975,H02TPR,Down,05/16/2025 06:56:03:343
976,15TPR,Down,05/16/2025 06:56:16:281
977,03_13TPR,Down,05/16/2025 06:56:29:296
978,102BTPR,Down,05/16/2025 06:56:51:906
979,104BTPR,Down,05/16/2025 06:57:01:125
980,104ATPR,Down,05/16/2025 06:57:12:484
981,01CTPR,Down,05/16/2025 06:57:25:187
982,01TPR,Down,05/16/2025 06:57:25:187
983,C02TPR,Up,05/16/2025 06:57:46:078
984,H02TPR,Up,05/16/2025 06:57:59:281
985,01BTPR,Down,05/16/2025 06:58:04:703
986,UD_GDRA.BPAC_VPR2,Up,05/16/2025 06:58:09:000
987,UD_GDRA.BPAC_VPR1,Up,05/16/2025 06:58:09:187
988,UD_GDRA.BPAC_VPR,Up,05/16/2025 06:58:10:093
989,15TPR,Up,05/16/2025 06:58:12:625
990,03_13TPR,Up,05/16/2025 06:58:35:046
991,01ATPR,Down,05/16/2025 06:58:41:859
992,102BTPR,Up,05/16/2025 06:58:44:390
993,104BTPR,Up,05/16/2025 06:58:55:609
994,104ATPR,Up,05/16/2025 06:59:08:265
995,111ATPR,Down,05/16/2025 06:59:19:171
996,111BTPR,Down,05/16/2025 06:59:27:984
997,111CTPR,Down,05/16/2025 06:59:36:234
998,01CTPR,Up,05/16/2025 06:59:47:546
999,103BTPR,Down,05/16/2025 07:00:11:812
1000,01BTPR,Up,05/16/2025 07:00:24:640
1001,101ATPR,Down,05/16/2025 07:00:34:984
1002,04_14TPR,Down,05/16/2025 07:00:54:312
1003,01ATPR,Up,05/16/2025 07:01:02:187
1004,01TPR,Up,05/16/2025 07:01:02:296
